75.3649807301,-257.975181048,0,1.5184801756,-0.3
75.3112368888,-258.978827468,0,1.5183678723,-0.3
75.2574102308,-259.9882851011,0,1.5183405417,-0.3
75.2033669435,-261.0022277806,0,1.5184072039,-0.3
75.1496308323,-262.0107915014,0,1.5183976595,-0.3
75.0962120841,-263.0132245286,0,1.518411344,-0.3
75.0424290168,-264.0226954932,0,1.5183225917,-0.3
74.9889471347,-265.0264542398,0,1.5183613184,-0.3
74.9350373945,-266.0382162045,0,1.5184102257,-0.3
74.880738105,-267.0572472994,0,1.5183506073,-0.3
74.8269068734,-268.0677001246,0,1.5183175383,-0.3
74.7728906206,-269.0812443268,0,1.5183975954,-0.3
74.7194248108,-270.083910654,0,1.5183045278,-0.3
74.6657098889,-271.0912161478,0,1.5183085532,-0.3
74.6116559948,-272.1049787291,0,1.518302905,-0.3
74.5574676909,-273.1214264504,0,1.5183808662,-0.3
74.5039618911,-274.1251073821,0,1.5183812598,-0.3
74.450305108,-275.131853885,0,1.518294507,-0.3
74.396381262,-276.1434728456,0,1.518322705,-0.3
74.3422319137,-277.159982851,0,1.5183529286,-0.3
74.2879590427,-278.1787820099,0,1.5183777748,-0.3
74.2344488149,-279.1833340869,0,1.5183287868,-0.3
74.1808522795,-280.1895293854,0,1.5183863521,-0.3
74.1270316873,-281.1999012752,0,1.5183265304,-0.3
74.0729833539,-282.2146256595,0,1.5183833844,-0.3
74.0187549255,-283.2330905808,0,1.5183347603,-0.3
73.9646093363,-284.252237518,0,1.5183822445,-0.3
73.9119924764,-285.2551156066,0,1.518363883,-0.3
73.8632678802,-286.2581663063,0,1.5183429309,-0.3
73.8370802854,-287.2641485387,0,1.5689657201,-0.3
73.9104160982,-288.2762981415,0,1.6886814131,-0.3
74.0304660483,-289.2804622992,0,1.6886602998,-0.15
74.2062367856,-290.2818361491,0,1.7803523305,-0.15
74.4452497169,-291.262657436,0,1.8431726107,-0.15
74.7279967875,-292.2317591146,0,1.8947135751,-0.15
75.0463685283,-293.1897999518,0,1.8942852811,-0.15
75.3921027803,-294.1365458723,0,1.9759198626,-0.15
75.8027373383,-295.0566363141,0,2.0325878271,-0.15
76.2808479888,-295.9435190086,0,2.1103260257,-0.15
76.831994685,-296.786466835,0,2.1947834781,-0.15
77.451650225,-297.5788136484,0,2.2812490008,-0.15
78.12508964,-298.3246220031,0,2.3279618389,-0.15
78.8561269044,-299.0115620926,0,2.4435487911,-0.15
79.643446345,-299.6300193377,0,2.5244882767,-0.15
80.4824738866,-300.1768409219,0,2.5958188941,-0.15
81.3657538957,-300.650614354,0,2.6865021762,-0.15
82.2850171378,-301.0502333772,0,2.7642272224,-0.15
83.2359416683,-301.3797364414,0,2.8352088238,-0.15
84.2024510756,-301.6373306511,0,2.9181965955,-0.15
85.1397952336,-301.817879233,0,2.9961864791,-0.15
85.8467788192,-301.9181229389,0,3.0172512959,-0.15
85.1425055487,-301.8295082202,0,3.0175860003,0.15
84.1911566948,-301.7099583985,0,3.0172587959,0.15
83.202358095,-301.5855530146,0,3.017248666,0.15
82.2015903248,-301.4595163013,0,3.0169435808,0.15
81.1977572787,-301.3329633411,0,3.0170546501,0.15
80.1843975505,-301.2051037848,0,3.0168557084,0.15
79.1698599422,-301.0770836964,0,3.0169150039,0.15
78.1669941219,-300.950503641,0,3.0163275581,0.15
77.1710877495,-300.8244066416,0,3.0163055329,0.15
76.1717148842,-300.6977197207,0,3.0162459437,0.15
75.1606693248,-300.5695876984,0,3.0162966779,0.15
74.1544090111,-300.4420400377,0,3.0162962885,0.15
73.1342153219,-300.3127394477,0,3.016308245,0.15
72.1229225456,-300.1845691046,0,3.0163062841,0.3
71.1211650308,-300.0576422034,0,3.0164807364,0.3
70.1074873739,-299.9292366763,0,3.0164679284,0.3
69.0980064535,-299.8014248259,0,3.0164404458,0.3
68.0780823753,-299.6724313437,0,3.0163931382,0.3
67.0651629929,-299.5441486681,0,3.0164510752,0.3
66.0584077624,-299.4165794165,0,3.0164913941,0.3
65.0346249007,-299.2870710476,0,3.0165373093,0.3
64.0181125073,-299.1585086646,0,3.0165203265,0.3
63.0123560322,-299.0312617884,0,3.0164995877,0.3
62.014066883,-298.9049555256,0,3.0165823751,0.3
61.000006698,-298.7766656608,0,3.0165817873,0.3
59.9899623296,-298.6488790034,0,3.016578225,0.3
58.9660639207,-298.5193968913,0,3.0166372092,0.3
57.9513460545,-298.3911561323,0,3.0166543161,0.3
56.9458930374,-298.2640778745,0,3.0166641517,0.3
55.9290738194,-298.1355693704,0,3.0165770831,0.3
54.9196497408,-298.0080777002,0,3.0168141485,0.3
53.9000386115,-297.8792978427,0,3.016803632,0.3
52.8903733469,-297.7518154797,0,3.0167366738,0.3
51.8894934783,-297.625526456,0,3.0168461704,0.3
50.8764378896,-297.4976704401,0,3.0168506835,0.3
49.8694619092,-297.3705921806,0,3.0169035507,0.3
48.8674147117,-297.2441381553,0,3.0169027177,0.3
47.8505388924,-297.1157955554,0,3.0168421886,0.3
46.837442263,-296.9879883652,0,3.0168946622,0.3
45.8304093726,-296.8609014155,0,3.0168095716,0.3
44.82863186,-296.7344622284,0,3.016843295,0.3
43.828292818,-296.6082612462,0,3.016894016,0.3
42.8104064688,-296.4798001814,0,3.0168113939,0.3
41.7951812074,-296.3516873743,0,3.016845074,0.3
40.7964509376,-296.2256394043,0,3.0167885978,0.3
39.7905794122,-296.0986963278,0,3.0168959834,0.3
38.768643555,-295.9697343506,0,3.0168015005,0.3
37.7551880213,-295.8418274115,0,3.0168082412,0.3
36.7507936285,-295.7150492348,0,3.0168320733,0.3
35.7344996557,-295.5867440968,0,3.0168195572,0.3
34.7248285885,-295.4593415302,0,3.0168395549,0.3
33.7047486628,-295.3306061805,0,3.0168809634,0.3
32.6944433988,-295.2030737126,0,3.0168687845,0.3
31.6926291053,-295.0766449515,0,3.0167961567,0.3
30.6786002816,-294.9486383524,0,3.0168206433,0.3
29.6707407883,-294.8214728188,0,3.0168627969,0.3
28.6679136315,-294.6948837125,0,3.0168727995,0.3
27.6503387181,-294.566429568,0,3.0168232899,0.3
26.6366274909,-294.4385174678,0,3.0168816964,0.3
25.6290537198,-294.3113448506,0,3.016787992,0.3
24.626792592,-294.184830548,0,3.0168228035,0.3
23.6259610198,-294.0585544818,0,3.0168655725,0.3
22.6072405486,-293.9299703539,0,3.0168973781,0.3
21.5888993539,-293.8014278997,0,3.0168227879,0.3
20.5736487307,-293.6732798813,0,3.0168769736,0.3
19.5615893694,-293.5455952267,0,3.0168257857,0.3
18.5526666339,-293.4182914139,0,3.0169220577,0.3
17.5463142341,-293.2912978853,0,3.016851144,0.3
16.5421356688,-293.1646057324,0,3.0168875506,0.3
15.5400313929,-293.0382704708,0,3.0169195662,0.3
14.539064379,-292.9125992712,0,3.0169207102,0.3
13.5370979994,-292.7898383011,0,3.0168886864,0.3
12.5227739492,-292.6830742622,0,3.0796813903,0.3
11.5183961142,-292.623056422,0,3.092864901,0.3
10.5127681859,-292.5719605763,0,3.0928764082,0.3
9.5047628738,-292.5245576006,0,3.0929062898,0.3
8.4953532918,-292.4913018069,0,3.1394340628,0.3
7.4871239634,-292.4886599978,0,3.1410288267,0.3
6.48420309,-292.5115172305,0,-3.092037427,0.3
5.4746506807,-292.5800412824,0,-3.0427875747,0.3
4.4724200839,-292.7031122918,0,-2.9937683106,0.3
3.4860388574,-292.8802800035,0,-2.9539670492,0.3
2.5096504524,-293.100206639,0,-2.8917606203,0.3
1.5483849169,-293.388008545,0,-2.8008322967,0.3
0.6044350341,-293.7419330275,0,-2.7482897935,0.3
-0.3152330468,-294.1435516995,0,-2.7096053164,0.3
-1.2345439627,-294.5632704906,0,-2.7093759989,0.3
